Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
-46297.2381,1.113433233,0.06761124222,-0.4320266552,-0.4400239052,0.2717141764,1.320262896,-0.3272732721,-0.1068763277,1.157852086,-1.149009431,0.09181088405,2.490017114,-1.444876906,-0.8399599977,0.3058674401,-0.1385607598,-0.7844008747,0.306487193,0.511248471,1.907825585,-1.465857108,0.0313816916,1.574941763,-1.679075921,0.4033065517,-0.7992852427,-0.134164348,-1.03861417,-1.590128658,-0.3512617679,-0.8508681688,0.09802423594,-1.861256101,0.9123193633,0.3068668906,-0.772102966,-1.334011875,1.087120562,0.4460762402,-0.8852191981,-0.4187804403,-1.697755149,-1.714741273,0.1848042931,0.3895583362,0.5219108914,1.247673646,0.02757063563,0.7943106799,-1.17902726
11922.73136,0.2013080947,-0.6203058893,0.1140532111,0.2291280184,0.222329134,-1.23825819,-0.5615987235,-1.172912282,-0.05634476446,-0.525820869,0.8958664425,0.1692763448,-0.6619113098,-0.5497276981,1.198527624,-0.7605087773,-0.1483349704,0.7178718877,0.04040447843,0.9311118256,0.4602121466,1.077133737,0.2388020569,0.2443666218,-0.0355459268,0.0578303705,-1.489172607,0.1309013727,1.577660716,-0.7060060159,-1.944783197,-1.380209546,-0.9512566448,0.3246492136,-1.413529066,-1.061936218,1.186516514,0.4495378845,-0.2784440838,1.354255844,0.5037034967,2.480968426,0.6432957533,-0.6780170646,-0.2677538188,-2.100063208,-1.04444113,-1.175451506,-1.805777708,1.039144361
-39915.32768,-0.7110997883,-0.9162869832,-1.151955362,-0.3764382292,0.1020808627,0.09678910423,-0.6561762703,0.1738312843,0.3173628984,1.177903741,0.1133977371,1.616856622,-0.7852835419,0.552390457,-0.4768176823,1.743809853,-1.897856286,-0.3789735432,1.194209261,-0.05096431519,-0.7093267016,-0.8178354426,-0.9840627757,-0.1630441518,-0.5211091367,-0.4017496256,-0.7083387714,-1.250763592,0.5332672124,0.2818590659,1.038520338,0.5908952837,-0.7503230507,-1.209913044,-0.3879792682,0.2706877433,-0.1886759143,-0.5675611994,-1.894877168,0.8925764869,0.3869131625,0.7720348318,-0.9339675692,-0.6143301929,1.787275748,-0.7102637697,0.1324528773,0.4443285442,-0.983230224,-3.032284411
-53459.02348,1.505438147,0.3715967647,-0.631187677,1.780009186,-0.2414154382,1.199031125,0.9892130462,-0.4221344815,-0.527463578,-0.6736217376,1.496624793,-0.8814259191,0.9957357384,0.6528362012,-0.7815498894,-1.026443428,-1.537999969,0.1286026935,0.158767427,-1.401412885,1.403526683,-1.248481106,0.4659612105,0.1230129745,0.2878015517,1.183627146,-1.139447286,0.04270553072,-1.31881646,-1.485972624,-0.7604681872,1.11713905,-0.9586366279,0.4376412097,0.1914578731,-1.657630337,0.9386524201,0.2271210154,-0.3012491541,-0.6436328927,-1.923323331,-0.531358432,1.192415689,-0.3001733245,0.977392811,-1.702034283,-0.3466002676,-0.7634609103,1.101070569,-0.662334293
-49225.01084,0.4138026396,-0.8323535763,0.180707372,1.085125749,-0.2953991541,0.3547519746,0.5529383568,0.915550274,-1.496620665,-0.07290114964,-1.005235473,-0.7579019743,-0.2990243465,-0.3080091547,-0.4751062285,0.5787345584,0.6549609495,0.06549210431,0.1099171818,-0.3696351252,-0.5182723738,-0.02698154388,-1.600244512,-0.179676167,-2.201860823,-0.7064579083,0.04709979373,-0.3903097751,-2.425065693,0.8227134529,0.5127897638,0.2133990371,-2.405599898,-1.146058168,0.3070057236,-0.3866227383,-1.605199217,-0.8602491599,-0.5624949091,0.4305539024,0.7366596654,-0.9927449418,-0.1502807105,-1.835076812,1.710321852,-1.523842831,0.9484792319,-0.1048789206,0.2229913196,2.035650826
40046.20209,-0.2292899751,1.001392336,-0.5069820104,-1.523347845,0.2495077914,0.5029354792,-0.5779748928,0.7772388116,-0.7374829778,-1.434324697,-1.217170808,0.2247957148,-0.09013848079,0.3035272512,0.5175359369,0.2898504812,-2.011131916,0.2057531782,2.698269142,1.247966193,0.5206680604,1.10560044,-0.9352154366,-0.2202372091,-1.575446088,-0.5557724846,0.7701321633,-0.3351126931,0.4794255696,-0.08489166805,0.6185518169,1.751932107,0.7117397755,-2.121171532,-1.063522286,-1.208371609,-1.609636641,1.407408304,0.04394571577,-0.1263443102,-0.1423734056,-1.07974207,1.330931206,0.08434811441,-0.1551496765,0.148486187,0.1055255041,0.1016008836,-0.08412614105,0.3918427087
42146.55926,1.521115617,1.473142417,-0.7859361883,1.175977132,0.9706028824,0.5257166395,2.21984657,0.7123871406,-1.298312073,-0.8351625481,-1.988305169,-0.7604003498,0.3309857077,0.1059836785,0.3577654298,-1.838821095,0.7450668006,0.03609825186,0.9250685482,1.845109684,-0.8300124551,1.013625117,0.7766658724,0.6300262013,-0.2509379327,-1.129212504,0.7093692671,0.4072780319,0.7789271225,-2.100935207,0.2179194711,1.90245561,1.63927977,-0.8033416741,-0.7932785351,0.1813895168,0.3289017582,-0.7590010146,-1.827606365,1.952356296,0.2501183541,0.3009155158,0.3286551562,1.349163925,0.6925681399,-1.795792529,-0.7265015099,-0.1463646563,0.3782141083,-1.830360587
-34186.54947,-0.7795334678,-1.52522476,-0.6309122621,-1.214576373,1.138888681,-0.1703836923,0.9879717307,-1.2631996,-0.5587297653,-0.6623474133,2.624604303,0.2531720637,0.4993043472,-0.9126815782,-1.051631143,1.399293318,0.3297942631,-0.1525256779,-0.7857094431,0.6651721357,-1.933303803,0.2399404763,1.43971182,-0.4792678036,-0.4685827296,-0.6826849932,-0.8937579121,0.6208400172,-1.12205356,-0.3101500583,0.2311960728,-0.5927417181,-0.2813193751,0.1344919215,0.3071050351,-0.6165071956,0.3730289084,0.6161330784,0.4087012057,-0.9876585129,-0.5347623782,1.416815029,0.3418575523,-1.837036128,-0.7261261483,1.298246519,1.070429426,-1.772310052,-1.693586812,-0.8091086727
-27307.13661,0.5400990978,-0.6895689334,-0.5439565291,0.1175304667,-0.8997587756,0.4081334514,1.067147117,0.9810275457,0.4298446312,-0.9729240256,0.08733809694,0.699051409,-0.9902161774,-0.9870827634,-0.1494852251,0.02107871983,-1.375514492,1.226652965,1.879603331,-1.646456194,-0.8016858279,-1.57433053,-0.632711529,-0.6261189235,0.1830879905,-0.5907637149,0.3594900007,-1.109995141,1.603987093,-0.3693633879,0.1253714798,-1.197127179,-0.8048328509,0.5862562651,-0.9446940323,-0.2560405659,0.9190770786,0.339746551,1.695503113,0.5943791133,1.156353839,0.6670186054,1.336082964,0.4969716461,-1.166547197,-0.0169223201,-1.707487948,0.3416122842,0.6979870945,1.35959048
8595.914262,-1.155875152,-0.4466390031,0.3223190522,0.9751855566,-0.8936511467,1.113147699,-2.207601697,-0.3093095773,-0.6201346437,0.5489140655,1.7731543,1.714907162,-0.2576241639,-1.255783856,1.03089291,-0.007155135204,0.24998608,-0.2800732956,3.032764427,1.351220874,-0.8464251575,-0.2977281346,0.129455011,0.2310755114,-1.168353507,1.200364258,-0.3837467092,-0.6191826146,-1.645264583,-1.228683589,0.4738887558,-1.928666891,-0.7150824479,-0.1923071957,0.07537046182,-1.40245072,0.4605649843,-0.2068481763,0.9915998482,-1.690085929,2.066644786,0.5767733035,0.4374472539,-0.3667993728,0.7819456524,-0.6348301407,-0.8079161436,-0.9921444602,0.2002820753,0.251161249
16233.11415,1.124409245,0.6488449814,0.9498466792,-0.8631391307,0.2416329985,-0.1777684819,-0.9036486454,-1.118558247,1.327661567,1.323140188,0.386874938,-1.520743867,-0.5291361166,-0.9393419174,0.6559261332,-0.8089136603,2.176877466,-0.9681315768,2.512132188,0.2830317978,1.276558016,0.3287008588,-0.7648618561,-2.06017604,0.4843900655,-0.9436102958,0.6741938902,-0.5557100731,-0.6371181542,2.537454263,-1.928106318,0.289120371,-1.366936881,1.506925774,0.406054339,-0.5545561371,0.1871957644,0.5226728156,-1.491656064,-0.31962312,-0.6627722562,-0.008916748247,-0.222856078,-0.3979008314,0.7318535479,-1.11074488,0.008494832486,-0.8991620985,0.5246177821,0.8100569197
12665.93935,-0.3245245318,-0.4636697807,-0.5404378909,-0.06605406312,0.0061870985,-0.9889947969,-0.09957541645,1.4138152,-0.3834609917,-0.7787788196,0.7319273646,-1.476346993,-0.2198288548,0.2674217198,2.459375389,-2.561717599,0.4405021341,0.7246165112,0.06300837521,0.9702845262,-0.3466301681,-1.034950463,0.6152550139,1.386347993,-1.563765439,0.9790262345,-0.6601390474,-1.040067698,0.07983285997,-0.2263770047,-0.09356977791,1.337427459,-1.187148485,-0.2860364708,-0.948618204,0.3212036514,-0.8489463794,0.5920873878,0.1159165173,0.02296547464,-0.5610209141,-0.8918358057,0.3964165269,1.263106908,1.434244603,-0.2011225505,0.1230201488,-0.4669013557,-0.6696739468,-1.140661055
